Date,DxA4,DxPL,DxSM,CcA4,CcPL,CcSM,FtA4,FtPL,FtSM,DwA4,DwPL,DwSM,NiA4,NikPL,NikSM,OzA4,OzPL,OzSM,tot,,4,,,,,,,,,,,,,,,
27/09/2011,470,125,10,-75,-80,5,-361,-205,5,362,146,8,-407,-114,5,165,112,10,-16,,,,,,,,,,,,,,,,,
28/09/2011,-76,-17,9,787,6,5,-685,76,6,146,-178,7,1274,8,5,478,27,10,-78,,,,,,,,,,,,,,,,,
29/09/2011,691,85,9,43,50,6,112,-21,5,1016,141,7,608,173,6,147,-13,9,415,,,,,,,,,,,,,,,,,
30/09/2011,19,-101,8,682,-27,5,57,-69,5,-818,239,7,-1005,14,7,-99,4,9,60,,,,,,,,,,,,,,,,,
03/10/2011,-264,-65,7,-244,-14,4,-326,52,5,-691,257,7,43,-23,7,-169,93,9,300,,,,,,,,,,,,,,,,,
04/10/2011,-3,67,7,-51,34,5,-428,132,6,471,158,8,830,30,7,93,-19,8,402,,,,,,,,,,,,,,,,,
05/10/2011,539,132,7,17,53,6,-66,-158,5,792,140,8,-707,108,8,222,34,8,309,,,,,,,,,,,,,,,,,
06/10/2011,-190,-133,6,159,75,6,-153,-189,4,967,183,8,-126,-58,7,-229,-124,7,-246,,,,,,,,,,,,,,,,,
07/10/2011,301,28,6,208,22,7,51,12,4,-7,20,8,-1289,-13,6,60,81,7,150,,,,,,,,,,,,,,,,,
10/10/2011,859,142,6,-41,-40,6,369,96,5,1073,328,9,0,0,0,167,42,7,568,,,,,,,,,,,,,,,,,
11/10/2011,124,39,6,158,2,7,-107,3,6,123,-17,8,-145,-40,5,26,13,7,0,,,,,,,,,,,,,,,,,
12/10/2011,332,143,7,184,93,7,-355,-46,5,306,102,9,891,19,6,-61,11,7,322,,,,,,,,,,,,,,,,,
13/10/2011,-166,55,7,-259,26,7,-167,39,6,-136,40,9,237,-10,5,43,28,8,178,,,,,,,,,,,,,,,,,
14/10/2011,-421,-32,7,95,17,8,249,63,7,796,165,9,-273,35,5,121,-26,7,222,,,,,,,,,,,,,,,,,
17/10/2011,-454,162,8,-214,76,9,-160,29,7,-790,246,9,296,-1,4,195,54,7,566,,,,,,,,,,,,,,,,,
18/10/2011,244,95,8,156,16,9,-69,27,7,1364,181,9,-1099,17,5,-453,69,8,405,,,,,,,,,,,,,,,,,
19/10/2011,-226,-4,7,-599,9,9,-27,-40,7,159,-73,8,-267,35,5,889,17,8,-56,,,,,,,,,,,,,,,,,
20/10/2011,308,-68,7,-83,24,9,-128,65,8,799,40,8,193,-52,4,95,-57,8,-48,,,,,,,,,,,,,,,,,
21/10/2011,1535,171,7,-83,-61,8,-65,-104,7,1419,266,8,-309,0,4,262,-5,7,267,,,,,,,,,,,,,,,,,
24/10/2011,34,41,7,-513,-29,8,394,59,7,85,106,8,198,79,5,143,98,7,354,,,,,,,,,,,,,,,,,
25/10/2011,-154,-21,6,-513,28,8,-58,22,7,-10,206,9,-415,104,6,214,-38,6,301,,,,,,,,,,,,,,,,,
26/10/2011,47,-25,5,212,2,8,45,27,8,357,161,9,845,74,6,211,27,6,266,,,,,,,,,,,,,,,,,
27/10/2011,735,115,5,-57,-68,7,94,161,8,1157,337,9,512,148,7,825,99,6,792,,,,,,,,,,,,,,,,,
28/10/2011,-27,18,6,-257,30,7,-25,12,8,17,24,9,-191,9,7,123,-10,6,83,,,,,,,,,,,,,,,,,
31/10/2011,-388,142,6,-193,60,7,-355,158,8,-822,274,9,-753,23,8,-26,48,6,705,,,,,,,,,,,,,,,,,
01/11/2011,-373,100,6,4,-95,6,-1642,122,8,-745,294,9,444,-45,7,633,-46,5,330,,,,,,,,,,,,,,,,,
02/11/2011,430,69,7,-6,7,6,389,62,9,-52,-178,9,-966,80,7,-263,31,5,71,,,,,,,,,,,,,,,,,
03/11/2011,615,298,8,569,155,6,468,62,9,-573,-208,8,0,0,0,162,-20,5,287,,,,,,,,,,,,,,,,,
04/11/2011,-728,209,8,-226,96,7,71,-19,9,321,-60,7,-514,-40,7,109,78,6,264,,,,,,,,,,,,,,,,,
07/11/2011,1087,23,8,-386,-16,7,722,-16,8,283,85,7,-233,5,8,15,-8,5,73,,,,,,,,,,,,,,,,,
08/11/2011,-161,-11,8,-103,-38,6,124,56,8,774,114,7,-1458,88,8,59,14,6,223,,,,,,,,,,,,,,,,,
09/11/2011,-391,216,9,-259,95,6,-145,107,8,-1172,385,7,416,30,8,507,34,6,867,,,,,,,,,,,,,,,,,
10/11/2011,240,136,9,171,54,7,342,-15,7,741,114,7,-448,96,8,-179,63,6,448,,,,,,,,,,,,,,,,,
11/11/2011,405,176,9,142,79,7,0,-100,6,1396,258,7,-547,32,8,-301,-51,6,394,,,,,,,,,,,,,,,,,
14/11/2011,-336,112,9,85,-60,6,-278,26,6,-434,74,7,-353,27,8,74,-2,5,177,,,,,,,,,,,,,,,,,
15/11/2011,-78,-13,8,-337,33,7,-177,2,6,1545,18,7,843,-5,7,327,-13,5,22,,,,,,,,,,,,,,,,,
16/11/2011,-19,-40,7,-315,-26,6,-80,8,6,-258,179,8,-1001,84,8,-239,42,5,247,,,,,,,,,,,,,,,,,
17/11/2011,-19,26,7,-174,43,6,-472,86,6,-1359,135,9,173,58,8,105,12,6,360,,,,,,,,,,,,,,,,,
18/11/2011,349,-1,6,310,7,6,225,-60,6,-303,-27,9,-35,-1,8,-172,59,6,-23,,,,,,,,,,,,,,,,,
21/11/2011,-877,161,6,64,-87,6,119,-140,6,-563,249,9,1588,-1,7,-19,8,7,190,,,,,,,,,,,,,,,,,
22/11/2011,647,-111,6,314,-54,6,-310,16,6,-343,48,9,-197,-51,6,-175,15,7,-137,,,,,,,,,,,,,,,,,
23/11/2011,-192,28,6,435,-18,5,289,-67,5,-273,235,9,0,0,0,-353,71,7,249,,,,,,,,,,,,,,,,,
24/11/2011,372,-85,5,-805,28,5,-744,12,6,0,0,0,-397,24,6,-716,9,7,-12,,,,,,,,,,,,,,,,,
25/11/2011,-143,-60,4,1218,34,5,-496,-37,6,638,-20,8,-196,-22,5,-236,56,8,-49,,,,,,,,,,,,,,,,,
28/11/2011,1433,168,4,549,116,6,1259,148,6,991,291,8,-1411,-17,4,72,57,9,763,,,,,,,,,,,,,,,,,
29/11/2011,389,74,5,568,31,6,672,24,6,1597,33,8,579,107,4,-151,-35,9,234,,,,,,,,,,,,,,,,,
30/11/2011,1171,348,6,711,163,7,-120,-168,5,1376,487,8,242,27,5,39,21,9,878,,,,,,,,,,,,,,,,,
01/12/2011,-132,44,6,63,-21,6,-48,16,5,-86,26,8,-326,-16,4,143,69,9,118,,,,,,,,,,,,,,,,,
02/12/2011,-111,37,7,-315,2,6,-161,-63,5,282,-3,7,608,41,4,210,61,9,75,,,,,,,,,,,,,,,,,
05/12/2011,-96,32,7,-176,6,7,48,16,6,330,76,8,554,-2,4,64,29,9,157,,,,,,,,,,,,,,,,,
06/12/2011,-98,-7,7,-21,-7,7,-4,-1,5,276,52,8,410,-70,4,-213,54,9,21,,,,,,,,,,,,,,,,,
07/12/2011,-201,121,7,-105,49,8,27,-22,5,137,52,8,1291,93,5,247,20,9,313,,,,,,,,,,,,,,,,,
08/12/2011,-943,181,8,-564,107,8,116,-63,4,-449,198,8,-212,-1,4,269,-9,8,413,,,,,,,,,,,,,,,,,
09/12/2011,155,181,9,41,106,8,999,45,5,1501,188,9,912,15,5,-184,56,8,591,,,,,,,,,,,,,,,,,
12/12/2011,-879,160,9,-568,61,8,-258,101,5,-418,160,9,-378,-1,5,169,29,8,510,,,,,,,,,,,,,,,,,
13/12/2011,-244,27,9,-49,18,8,421,62,5,-494,64,9,-1105,-17,4,-116,44,9,198,,,,,,,,,,,,,,,,,
14/12/2011,-600,64,9,-1032,81,8,242,-123,5,-854,126,9,136,5,4,-3,-6,8,147,,,,,,,,,,,,,,,,,
15/12/2011,-145,-18,8,-31,-9,8,315,34,5,346,44,9,-415,72,5,-110,42,8,165,,,,,,,,,,,,,,,,,
16/12/2011,62,-62,7,54,-38,7,166,-14,5,325,-4,9,566,-14,4,3,19,8,-113,,,,,,,,,,,,,,,,,
19/12/2011,194,19,7,-135,-32,6,-372,22,5,844,-100,8,-531,67,5,-213,94,8,70,,,,,,,,,,,,,,,,,
20/12/2011,516,194,8,207,88,7,478,55,6,1556,335,8,99,18,6,-97,7,8,697,,,,,,,,,,,,,,,,,
21/12/2011,-254,127,8,-86,50,7,-300,30,7,-306,-4,7,180,17,6,-14,-64,7,156,,,,,,,,,,,,,,,,,
22/12/2011,-324,-22,7,148,25,7,775,67,8,-334,-62,6,221,-35,6,-135,42,8,15,,,,,,,,,,,,,,,,,
23/12/2011,470,-26,6,506,0,6,324,56,8,196,124,6,0,0,0,4,38,8,192,,,,,,,,,,,,,,,,,
27/12/2011,-451,11,6,-360,8,6,0,0,0,468,-3,5,-770,2,6,0,0,0,18,,,,,,,,,,,,,,,,,
28/12/2011,-708,105,6,-468,31,6,-1146,6,8,-542,138,5,585,-2,6,-370,49,8,327,,,,,,,,,,,,,,,,,
29/12/2011,-20,-45,5,304,47,6,-517,-60,7,955,135,5,-303,-31,6,329,-12,7,34,,,,,,,,,,,,,,,,,
30/12/2011,143,31,6,-310,-20,6,-148,-5,7,-387,68,5,-127,-20,5,-288,17,8,71,,,,,,,,,,,,,,,,,
02/01/2012,0,0,0,170,64,7,0,0,0,0,0,0,0,0,0,0,0,0,64,,,,,,,,,,,,,,,,,
03/01/2012,71,43,7,-271,-14,7,-61,-128,6,446,176,6,0,0,0,-142,-32,7,45,,,,,,,,,,,,,,,,,
04/01/2012,-62,29,7,-296,33,7,-318,32,7,-205,-26,6,-370,-10,4,68,64,7,122,,,,,,,,,,,,,,,,,
05/01/2012,-302,25,7,-391,52,7,90,-44,6,249,-2,5,1351,-27,4,-501,35,7,39,,,,,,,,,,,,,,,,,
06/01/2012,-175,57,7,-393,19,7,92,26,6,-359,48,6,-223,99,4,96,-30,6,219,,,,,,,,,,,,,,,,,
09/01/2012,-420,44,8,-50,16,8,-384,38,6,584,34,7,0,0,0,65,-9,6,123,,,,,,,,,,,,,,,,,
10/01/2012,-559,-72,8,-11,-57,7,193,85,6,838,68,7,-9,1,4,98,38,6,63,,,,,,,,,,,,,,,,,
11/01/2012,-143,-4,7,130,1,7,102,-26,5,476,-10,7,31,7,4,633,29,6,-3,,,,,,,,,,,,,,,,,
12/01/2012,110,19,7,61,-11,6,407,-9,4,100,21,7,-1096,37,5,-102,8,6,65,,,,,,,,,,,,,,,,,
13/01/2012,374,-99,7,-377,28,7,-64,25,5,-20,48,7,-15,-29,4,208,8,7,-19,,,,,,,,,,,,,,,,,
16/01/2012,316,100,7,-38,-51,6,169,20,6,0,0,0,-691,32,5,303,-35,6,66,,,,,,,,,,,,,,,,,
17/01/2012,-429,-31,6,241,10,7,110,37,7,961,59,7,32,46,6,-81,-58,6,63,,,,,,,,,,,,,,,,,
18/01/2012,210,25,6,-746,11,7,724,8,7,416,104,7,160,93,7,747,2,6,243,,,,,,,,,,,,,,,,,
19/01/2012,-158,-39,5,183,43,7,-307,-39,7,-685,-46,7,327,43,8,371,-11,5,-49,,,,,,,,,,,,,,,,,
20/01/2012,-140,7,5,-216,14,7,-941,13,7,-170,-96,7,680,15,9,321,18,6,-29,,,,,,,,,,,,,,,,,
23/01/2012,-323,-50,4,-612,-13,6,695,55,7,660,-11,6,103,12,9,394,-12,6,-19,,,,,,,,,,,,,,,,,
24/01/2012,154,47,5,-616,-3,6,-634,31,7,-2044,32,6,-734,30,9,276,-5,5,132,,,,,,,,,,,,,,,,,
25/01/2012,203,-27,5,-364,25,6,-231,29,8,938,85,6,-501,-42,8,361,39,5,109,,,,,,,,,,,,,,,,,
26/01/2012,393,86,5,704,31,7,-1454,-72,8,-694,22,7,-524,41,8,0,0,0,108,,,,,,,,,,,,,,,,,
27/01/2012,223,4,6,-619,26,7,-927,61,8,348,-74,6,391,-10,8,582,14,5,21,,,,,,,,,,,,,,,,,
30/01/2012,-82,11,6,-648,30,8,-273,63,8,914,-5,5,245,-11,7,182,-13,4,75,,,,,,,,,,,,,,,,,
31/01/2012,-745,30,7,161,7,8,326,11,8,-585,22,5,-125,-22,6,-235,7,5,55,,,,,,,,,,,,,,,,,
01/02/2012,298,134,7,71,47,8,762,109,8,351,83,5,-300,-21,5,-357,31,6,383,,,,,,,,,,,,,,,,,
02/02/2012,-86,-16,7,-529,10,8,38,5,9,-208,11,6,159,12,5,-253,-27,5,-5,,,,,,,,,,,,,,,,,
03/02/2012,572,117,7,-815,-57,7,384,105,9,1166,157,7,-48,17,5,-528,17,6,356,,,,,,,,,,,,,,,,,
06/02/2012,202,13,8,-686,7,8,-481,9,9,477,-16,7,-43,11,5,-37,-30,5,-6,,,,,,,,,,,,,,,,,
07/02/2012,-161,19,8,-328,4,9,-241,2,9,-411,-34,6,52,14,5,86,-15,5,-10,,,,,,,,,,,,,,,,,
08/02/2012,-166,52,9,228,-15,8,-399,14,9,-1157,-18,5,-51,-44,5,336,24,6,13,,,,,,,,,,,,,,,,,
09/02/2012,31,7,9,-98,-6,7,-640,-20,9,-660,-6,4,-106,-6,4,190,0,5,-31,,,,,,,,,,,,,,,,,
10/02/2012,-227,38,9,-334,22,7,-590,44,9,-531,89,5,-1674,64,5,-282,32,5,289,,,,,,,,,,,,,,,,,
13/02/2012,-254,11,9,-39,22,7,175,54,9,90,75,6,-620,-45,5,156,37,6,154,,,,,,,,,,,,,,,,,
14/02/2012,-217,-15,8,-247,-6,6,-66,6,9,775,6,6,471,73,6,205,-35,5,29,,,,,,,,,,,,,,,,,
15/02/2012,158,-50,7,244,-9,5,418,-8,8,-472,84,6,7,151,7,-28,-9,4,159,,,,,,,,,,,,,,,,,
16/02/2012,-316,-87,7,-212,-27,4,-732,7,8,-806,-124,5,-615,-6,6,77,-61,4,-298,,,,,,,,,,,,,,,,,
17/02/2012,233,37,7,118,14,5,-118,-20,7,-427,-47,4,-1692,-13,5,213,6,4,-23,,,,,,,,,,,,,,,,,
20/02/2012,385,56,7,-803,-9,4,-65,-40,6,0,0,0,-1580,49,5,-7,-44,4,12,,,,,,,,,,,,,,,,,
21/02/2012,1077,-29,6,-709,11,4,-217,17,6,462,17,5,-1215,-4,4,270,33,5,45,,,,,,,,,,,,,,,,,
22/02/2012,-816,71,6,-124,26,5,360,-12,5,-85,27,6,-425,-94,4,306,6,5,24,,,,,,,,,,,,,,,,,
23/02/2012,-175,30,6,275,9,6,-783,-22,5,839,48,7,-616,-46,4,74,-3,5,16,,,,,,,,,,,,,,,,,
24/02/2012,518,-7,5,407,2,6,139,-3,4,-226,-2,7,-268,-52,3,-20,-20,4,-82,,,,,,,,,,,,,,,,,
27/02/2012,-108,-33,4,-677,11,6,-341,19,4,42,1,7,-348,92,4,-82,26,4,116,,,,,,,,,,,,,,,,,
28/02/2012,87,21,5,-31,1,7,59,12,4,1369,28,7,1015,156,4,343,-4,4,214,,,,,,,,,,,,,,,,,
29/02/2012,-379,59,6,-772,13,8,-622,56,5,960,-53,6,-1114,49,4,217,31,5,155,,,,,,,,,,,,,,,,,
01/03/2012,-155,-110,6,-513,-55,8,945,59,5,-391,-28,5,283,-64,4,-4,35,6,-163,,,,,,,,,,,,,,,,,
02/03/2012,-224,23,6,-639,4,8,-22,20,6,37,-3,5,-1664,20,5,-238,-10,5,54,,,,,,,,,,,,,,,,,
05/03/2012,-29,11,6,-152,-2,8,-338,36,7,-665,14,6,-326,58,5,364,-6,5,111,,,,,,,,,,,,,,,,,
06/03/2012,-376,203,7,-4,112,8,-427,109,7,-484,200,6,-719,67,6,-40,50,5,741,,,,,,,,,,,,,,,,,
07/03/2012,104,33,7,-368,-28,7,-322,-25,7,-274,-81,5,334,67,7,-313,51,5,17,,,,,,,,,,,,,,,,,
08/03/2012,323,112,7,223,62,7,-58,-69,7,-177,-72,4,150,94,8,-239,-20,5,107,,,,,,,,,,,,,,,,,
09/03/2012,-85,-31,7,-298,-2,6,-489,-28,7,-4,-13,4,12,19,9,-379,-29,5,-84,,,,,,,,,,,,,,,,,
12/03/2012,-89,-32,7,192,17,6,-26,-5,6,364,39,4,261,-126,8,150,-15,4,-122,,,,,,,,,,,,,,,,,
13/03/2012,-572,-39,6,-38,-41,5,-219,-63,5,1380,225,4,887,-22,7,-32,-42,4,18,,,,,,,,,,,,,,,,,
14/03/2012,72,50,6,-239,1,5,-238,11,5,112,17,5,752,-13,6,100,27,4,93,,,,,,,,,,,,,,,,,
15/03/2012,-362,-50,6,-323,-21,5,216,-4,4,696,60,6,763,8,7,-45,4,4,-3,,,,,,,,,,,,,,,,,
16/03/2012,-695,-12,5,-594,-14,4,657,25,4,-308,21,7,-1917,-19,6,-53,3,5,4,,,,,,,,,,,,,,,,,
19/03/2012,86,10,5,-315,3,5,-45,5,4,-157,-7,6,708,-9,5,34,10,6,12,,,,,,,,,,,,,,,,,
20/03/2012,-189,67,5,-1,33,5,-116,70,4,-290,68,6,0,0,0,-141,17,6,255,,,,,,,,,,,,,,,,,
21/03/2012,-357,18,5,21,-20,5,96,1,5,-279,46,7,-2131,15,5,-72,10,6,70,,,,,,,,,,,,,,,,,
22/03/2012,-302,72,5,-26,43,5,-329,46,6,-103,78,8,-1171,-72,4,49,20,7,187,,,,,,,,,,,,,,,,,
23/03/2012,-42,-9,5,42,3,6,387,9,7,-223,-35,8,-550,4,4,26,6,8,-22,,,,,,,,,,,,,,,,,
26/03/2012,304,56,6,-407,-6,5,117,48,8,741,159,8,215,-22,3,-62,5,9,240,,,,,,,,,,,,,,,,,
27/03/2012,166,-28,6,-62,46,6,357,-33,8,-706,44,8,-637,-102,3,153,27,10,-46,,,,,,,,,,,,,,,,,
28/03/2012,151,-57,5,-182,26,6,62,-61,7,-656,69,8,-301,-29,3,282,44,10,-8,,,,,,,,,,,,,,,,,
29/03/2012,-26,105,6,-486,45,7,-142,67,8,512,20,8,-120,20,4,271,-6,9,251,,,,,,,,,,,,,,,,,
30/03/2012,144,22,7,214,17,8,166,26,8,269,64,8,-1301,5,4,637,-4,8,130,,,,,,,,,,,,,,,,,
02/04/2012,424,83,7,-110,-24,7,373,107,8,98,53,9,192,-52,4,313,-16,7,151,,,,,,,,,,,,,,,,,
03/04/2012,-43,72,7,-40,57,7,-345,37,8,-846,59,9,-496,32,5,-105,-1,6,256,,,,,,,,,,,,,,,,,
04/04/2012,-755,157,7,322,-79,7,-620,134,8,-1797,123,9,-1194,226,5,501,3,6,564,,,,,,,,,,,,,,,,,
05/04/2012,-481,43,7,-296,6,7,29,20,8,108,-7,8,-601,-30,5,145,-6,5,26,,,,,,,,,,,,,,,,,
06/04/2012,0,0,0,0,0,0,0,0,0,0,0,0,-374,22,5,0,0,0,22,,,,,,,,,,,,,,,,,
09/04/2012,0,0,0,0,0,0,0,0,0,-309,128,9,-442,19,6,0,0,0,147,,,,,,,,,,,,,,,,,
10/04/2012,-395,89,8,-500,57,7,-1130,128,8,-640,213,9,-1009,45,7,-105,19,5,551,,,,,,,,,,,,,,,,,
11/04/2012,406,46,8,-187,-23,7,-356,-39,7,-345,-88,8,-71,-60,7,289,-36,4,-200,,,,,,,,,,,,,,,,,
12/04/2012,521,33,9,-338,-22,6,-45,-75,7,497,181,8,-70,-39,6,-82,-32,3,46,,,,,,,,,,,,,,,,,
13/04/2012,-1211,148,10,-76,76,6,-264,58,8,608,-136,7,570,25,6,180,30,3,201,,,,,,,,,,,,,,,,,
16/04/2012,-155,-69,9,-127,-22,5,-341,-14,7,418,70,7,-241,52,7,270,-12,3,5,,,,,,,,,,,,,,,,,
17/04/2012,1299,175,9,133,88,5,-769,-101,6,1021,194,7,699,-11,6,3,-13,3,332,,,,,,,,,,,,,,,,,
18/04/2012,201,-48,8,-224,37,6,191,-22,5,-519,82,7,463,73,6,-21,-47,3,75,,,,,,,,,,,,,,,,,
19/04/2012,-231,104,8,-317,79,6,857,-1,4,-161,65,7,-174,-9,6,-57,-13,3,225,,,,,,,,,,,,,,,,,
20/04/2012,342,60,8,-61,-11,6,719,28,4,467,65,8,-47,14,6,308,6,3,162,,,,,,,,,,,,,,,,,
23/04/2012,-1028,144,8,229,-60,5,-448,106,4,152,-101,7,-212,57,6,627,-13,3,133,,,,,,,,,,,,,,,,,
24/04/2012,142,24,8,128,54,5,1,44,4,48,74,7,-45,-2,5,309,11,3,205,,,,,,,,,,,,,,,,,
25/04/2012,-517,-81,7,440,56,6,-314,-9,4,669,93,8,-734,17,6,0,0,0,76,,,,,,,,,,,,,,,,,
26/04/2012,320,37,7,-404,12,7,-194,-30,4,419,115,8,-775,51,7,-83,-3,3,182,,,,,,,,,,,,,,,,,
27/04/2012,473,139,7,-73,-71,6,217,28,4,-255,-23,8,-631,43,7,232,-13,3,103,,,,,,,,,,,,,,,,,
30/04/2012,-659,83,8,-501,58,7,-28,39,5,-94,14,8,0,0,0,-182,-23,2,171,,,,,,,,,,,,,,,,,
01/05/2012,0,0,0,0,0,0,64,74,6,191,65,8,-363,121,7,314,28,3,288,,,,,,,,,,,,,,,,,
02/05/2012,-837,150,8,121,-39,6,-216,54,7,-1471,9,8,182,-18,7,436,2,4,158,,,,,,,,,,,,,,,,,
03/05/2012,65,-55,8,-374,19,6,348,8,8,168,-61,7,0,0,0,596,-10,4,-99,,,,,,,,,,,,,,,,,
04/05/2012,-309,122,8,176,-49,5,-414,111,8,128,-167,6,0,0,0,305,-29,4,-12,,,,,,,,,,,,,,,,,
07/05/2012,-993,-53,7,485,102,6,0,0,0,-556,28,7,285,-79,6,271,-79,3,-81,,,,,,,,,,,,,,,,,
08/05/2012,-307,104,7,-321,65,7,-189,101,8,316,-69,6,403,-8,6,-130,-6,3,187,,,,,,,,,,,,,,,,,
09/05/2012,-713,8,7,203,-19,6,143,-24,7,-20,87,6,493,-68,5,-421,40,3,24,,,,,,,,,,,,,,,,,
10/05/2012,-81,13,8,237,-6,5,-466,-14,7,167,23,6,-1197,3,5,205,27,4,46,,,,,,,,,,,,,,,,,
11/05/2012,-889,-115,7,132,22,5,396,32,8,610,-31,6,-279,66,6,257,-11,4,-37,,,,,,,,,,,,,,,,,
14/05/2012,-466,48,7,-80,35,6,95,-110,7,447,-123,5,-618,12,6,83,7,5,-131,,,,,,,,,,,,,,,,,
15/05/2012,-287,101,7,-476,41,6,86,-28,6,1455,-63,4,-620,10,6,33,-26,4,35,,,,,,,,,,,,,,,,,
16/05/2012,624,39,7,-245,-32,6,-203,33,6,810,-18,3,-301,65,6,-257,89,4,176,,,,,,,,,,,,,,,,,
17/05/2012,-942,92,8,-405,43,6,-261,67,6,-620,156,4,-55,-88,5,116,-10,4,260,,,,,,,,,,,,,,,,,
18/05/2012,-137,-16,7,-270,-27,6,-1001,70,6,220,-74,4,-220,117,6,-382,94,5,164,,,,,,,,,,,,,,,,,
21/05/2012,449,62,8,-192,-30,5,367,36,6,584,135,4,-11,-16,6,204,19,6,206,,,,,,,,,,,,,,,,,
22/05/2012,289,54,8,222,32,5,383,99,6,236,-2,4,-550,-7,6,283,40,7,216,,,,,,,,,,,,,,,,,
23/05/2012,1133,-66,7,-193,47,6,-425,137,7,-709,6,4,-1548,158,7,-4,51,7,333,,,,,,,,,,,,,,,,,
24/05/2012,-385,22,7,82,9,7,155,84,8,155,38,4,-584,-25,6,-61,14,7,142,,,,,,,,,,,,,,,,,
25/05/2012,274,6,8,-3,-3,6,-137,-2,7,-123,76,5,-427,37,6,-163,27,8,141,,,,,,,,,,,,,,,,,
28/05/2012,-94,102,8,-223,25,6,166,4,8,0,0,0,-1091,12,6,-249,-39,7,104,,,,,,,,,,,,,,,,,
29/05/2012,-128,0,7,196,26,6,-891,-35,8,1196,126,6,756,91,6,406,48,8,256,,,,,,,,,,,,,,,,,
30/05/2012,-324,80,7,-159,35,7,-635,94,8,-368,159,7,75,-5,5,61,-19,7,344,,,,,,,,,,,,,,,,,
31/05/2012,-370,34,7,-83,12,7,10,24,8,-477,20,8,499,43,6,412,-15,7,118,,,,,,,,,,,,,,,,,
01/06/2012,-1041,210,8,-68,78,8,-322,61,8,-581,273,8,192,-25,5,-146,17,7,614,,,,,,,,,,,,,,,,,
04/06/2012,-313,-2,7,-143,-25,8,0,0,0,-417,18,9,271,17,6,-672,84,7,92,,,,,,,,,,,,,,,,,
05/06/2012,656,-31,6,228,14,8,0,0,0,1012,27,9,253,51,7,15,59,7,120,,,,,,,,,,,,,,,,,
06/06/2012,-851,-66,6,126,52,8,266,124,8,449,290,10,534,106,7,536,13,7,519,,,,,,,,,,,,,,,,,
07/06/2012,-884,-26,5,-399,0,7,990,64,8,801,45,10,-370,-1,7,201,52,7,134,,,,,,,,,,,,,,,,,
08/06/2012,-72,-48,4,-174,-8,7,-39,13,8,530,93,10,443,-151,6,489,-46,6,-147,,,,,,,,,,,,,,,,,
11/06/2012,-500,115,4,-637,68,7,-197,3,8,9,-143,9,-48,-13,5,0,0,0,30,,,,,,,,,,,,,,,,,
12/06/2012,338,19,5,-357,-3,6,-301,-42,8,782,162,9,-171,-58,4,-115,-7,6,71,,,,,,,,,,,,,,,,,
13/06/2012,-849,32,5,14,-26,5,-144,-10,7,8,-70,8,900,30,5,-573,6,6,-38,,,,,,,,,,,,,,,,,
14/06/2012,-468,8,5,404,10,5,-12,17,8,404,154,8,-90,-38,4,5,-22,6,129,,,,,,,,,,,,,,,,,
15/06/2012,777,64,5,-375,-38,4,282,12,8,-221,-115,7,-489,39,5,50,17,7,-21,,,,,,,,,,,,,,,,,
18/06/2012,-140,57,6,-999,55,5,-75,-12,7,29,-25,6,-109,3,5,318,77,7,155,,,,,,,,,,,,,,,,,
19/06/2012,-625,-108,6,243,54,5,520,95,7,-46,-92,5,63,-37,4,-760,17,7,-71,,,,,,,,,,,,,,,,,
20/06/2012,257,28,7,-310,0,4,-244,-36,6,-979,13,5,-280,-13,3,110,10,7,2,,,,,,,,,,,,,,,,,
21/06/2012,-77,14,8,-417,-3,4,-848,56,6,-1050,249,5,-831,-30,3,213,-43,6,243,,,,,,,,,,,,,,,,,
22/06/2012,-172,10,9,-241,-1,4,39,-52,5,1214,66,5,574,64,4,-588,40,6,127,,,,,,,,,,,,,,,,,
25/06/2012,-414,97,9,-773,51,4,-597,63,5,-241,137,6,-1272,103,5,-284,22,7,473,,,,,,,,,,,,,,,,,
26/06/2012,158,-21,8,365,-14,4,-52,4,6,349,31,6,-848,8,6,59,-16,7,-8,,,,,,,,,,,,,,,,,
27/06/2012,274,73,8,-233,-41,4,266,77,7,-678,-94,6,-233,-52,5,242,28,7,-9,,,,,,,,,,,,,,,,,
28/06/2012,-306,82,8,26,-14,3,149,-31,6,579,-24,5,-301,-58,5,-112,-2,7,-47,,,,,,,,,,,,,,,,,
29/06/2012,603,119,8,333,58,4,208,78,6,1926,275,6,66,196,5,189,50,7,776,,,,,,,,,,,,,,,,,
02/07/2012,-419,-91,7,-248,-43,3,348,70,7,-1403,9,7,-2389,101,5,455,36,7,82,,,,,,,,,,,,,,,,,
03/07/2012,176,70,8,-554,-27,2,338,47,7,-2076,-76,7,1637,53,6,-149,6,7,73,,,,,,,,,,,,,,,,,
04/07/2012,-315,-1,7,153,4,3,-814,4,8,0,0,0,-973,16,7,451,48,7,71,,,,,,,,,,,,,,,,,
05/07/2012,133,-26,6,32,-34,3,125,9,8,-1089,45,7,-209,-2,7,-279,4,8,-4,,,,,,,,,,,,,,,,,
06/07/2012,-67,98,6,-294,45,4,-1012,30,9,-925,117,7,-393,32,7,-287,11,8,333,,,,,,,,,,,,,,,,,
09/07/2012,57,-21,5,-11,10,4,-993,36,9,142,-36,6,787,-26,6,149,-39,7,-76,,,,,,,,,,,,,,,,,
